Timestamp,Speaker,Text
[02:00:05],Elon Musk,It will blow your mind-
[02:00:06],Joe Rogan,How far can I drive?
[02:00:06],Elon Musk,... out of your skull.
[02:00:07],Joe Rogan,I believe you.
[02:00:08],Elon Musk,Yeah.
[02:00:08],Joe Rogan,How far can I drive? How far can I drive?
[02:00:10],Elon Musk,About 300 miles.
[02:00:11],Joe Rogan,"That's good. For LA regular days, that's good."
[02:00:14],Elon Musk,You will never notice the battery.
[02:00:16],Joe Rogan,Never?
[02:00:16],Elon Musk,Never.
[02:00:17],Joe Rogan,How hard is it to get like one of them crazy plugs installed in your house? That difficult?
[02:00:22],Elon Musk,"No, it's super easy. It's like, yeah."
[02:00:24],Joe Rogan,Do you-
[02:00:25],Elon Musk,It's like a dryer plug. It's like a dryer outlet.
[02:00:27],Joe Rogan,Didn't you come up with some crazy tiles for your roof that are solar paneled?
[02:00:31],Elon Musk,"Yeah, yeah. I have it on my roof right now actually. I'm just trying it out. The thing is it takes a while to test roofstuff because roofs have to last a long time."
[02:00:40],Joe Rogan,Right.
[02:00:40],Elon Musk,"So, like, you want your roof to last like 30 years."
[02:00:43],Joe Rogan,Could you put it over a regular roof?
[02:00:45],Elon Musk,"No. So, there's two versions. It's like the solar panels you put on a roof. So, like, it depends on whether your roofsnew or old. So, if your roofs new, you don't want to replace the roof. You want to put like solar panels on the roof."
[02:00:55],Joe Rogan,Right.
[02:00:55],Elon Musk,"So, that's like retrofit, you know. And they were trying to make the retrofit panels look real nice. But then, the newproduct were coming out with it is if you have a roof that's either you're building a house or you're going to replaceyour roof anyway, then you make the tiles have solar cells embedded in the tiles."
[02:01:14],Elon Musk,"And then, it's quite a tricky thing because you want to not see the solar cell behind the glass tile. So, you have toreally work with the glass, and the various coatings, and the layers, so that you don't see the solar cells behind theglass. Otherwise, it doesn't look right."
[02:01:34],Joe Rogan,Right.
[02:01:35],Elon Musk,"So, it's really tricky."
[02:01:36],Joe Rogan,"There it is. Jaime, put it up there."
[02:01:38],Elon Musk,Yeah.
[02:01:38],Joe Rogan,"Man, that looks good. Is there a-"
[02:01:41],Elon Musk,"See, like, if you look closely, you can see. If you zoom in, like, you can see the cell. But if you zoom out, you don'tsee the cell."
[02:01:48],Joe Rogan,"Right, but it looks though."
[02:01:50],Elon Musk,See?
[02:01:50],Joe Rogan,Yeah.
[02:01:50],Elon Musk,Like that's hard.
[02:01:50],Joe Rogan,That's invisible solar cells.
[02:01:52],Elon Musk,It's really hard because you have to get the sunlight go through.
[02:01:55],Joe Rogan,Right.
[02:01:55],Elon Musk,"But when it gets reflected back out, it doesn't -- it hides the fact that there's a cell there."
[02:02:02],Joe Rogan,"Now, are those available to the consumer right now?"
[02:02:06],Elon Musk,"Well, we have -- I think, that's-"
[02:02:07],Joe Rogan,Those on that roof right there?
[02:02:09],Elon Musk,Yes.
[02:02:09],Joe Rogan,"That's amazing. Oh, that looks good."
[02:02:13],Elon Musk,Yeah.
[02:02:14],Joe Rogan,"Ooh, I like that."
[02:02:15],Elon Musk,That one is hard.
[02:02:16],Joe Rogan,"Oh. So, you get that kind of fake Spanish looking thing. I like that."
[02:02:20],Elon Musk,That's French slate.
[02:02:21],Joe Rogan,That's why people in Connecticut are smoking pipes. Look at that one.
[02:02:24],Elon Musk,Yeah.
[02:02:26],Joe Rogan,"That's badass, dude. So, now-"
[02:02:28],Elon Musk,This will actually work.
[02:02:30],Joe Rogan,"I believe you. So, the solar panels that are on that house that we just looked at, is that sufficient to power theentire home?"
[02:02:40],Elon Musk,It depends on your energy on how efficient-
[02:02:42],Joe Rogan,Expenditure?
[02:02:42],Elon Musk,"Yeah, yeah."
[02:02:43],Joe Rogan,Right.
[02:02:43],Elon Musk,"So, generally, yes. I would say it's probably for most. It's going to vary, but anywhere from more than you need tomaybe half. Like call it half to 1.5 of the energy that you need, depending on how much roof you have relative toliving space."
[02:03:05],Joe Rogan,And how ridiculous you are with your TV.
[02:03:08],Elon Musk,TVs no problem. Air conditioning.
[02:03:09],Joe Rogan,Air conditioning.
[02:03:10],Elon Musk,"Air conditioning is the problem. If you have an efficient air conditioner, and you don't -- and depending on how --like, are you air conditioning rooms when they don't need to be air conditioned, which is very common-"
[02:03:23],Joe Rogan,Right.
[02:03:24],Elon Musk,"... because it's a pain in the neck, you know. It's like programming a VCR. It's like-"
[02:03:27],Joe Rogan,Right.
[02:03:27],Elon Musk,"Now, it's just blinking 12:00. So, people are just like, ""The hell with that. I'm just going to make it this temperatureall day long.""."
[02:03:33],Joe Rogan,"Right. You know how a smart home where if you're in the room, then it stays cool, right?"
[02:03:37],Elon Musk,"Yeah, it should predict when you're going to be home, and then cool the rooms that you're likely to use with a littlebit of intelligence. We're not talking about like genius home here. We're talking like elementary basic stuff."
[02:03:52],Joe Rogan,Right.
[02:03:54],Elon Musk,"You know, like if you could hook that into the car, like manage you coming home. Like there's no point cooling thehome-"
[02:04:01],Joe Rogan,Right.
[02:04:01],Elon Musk,... keeping the home really cool when you're not there.
[02:04:03],Joe Rogan,Right.
[02:04:03],Elon Musk,"But it can tell that you're coming home, it's just going to cool it to the right temperature right when you get there."
[02:04:06],Joe Rogan,Do you have an app that works with your solar panels or anything like that?
[02:04:12],Elon Musk,"Yeah. Yeah, we do."
[02:04:14],Joe Rogan,And-.
[02:04:14],Elon Musk,But we need to hook it into the air conditioning to really make the air conditioning work.
[02:04:17],Joe Rogan,Have you thought about creating an air conditioning system? I know you have. Trick question.
[02:04:27],Elon Musk,Cannot answer questions about the future of potential products.
[02:04:29],Joe Rogan,Okay. Let's just let it go. We'll move on to the next thing.
[02:04:33],Elon Musk,That would be an interesting idea.
[02:04:34],Joe Rogan,"Yeah, I would say radiant heating and all that, good ideas. Now, when you think about the efficiency of thesehomes, and you think about implementing solar power and battery power, is there anything else that people aremissing? Is there any other -- Like, I just saw a smartwatch that is powered by the heat of the human body, andsome new technology."
[02:05:00],Elon Musk,It's able to fully power that way?
[02:05:02],Joe Rogan,I don't know-
[02:05:02],Elon Musk,Okay.
[02:05:02],Joe Rogan,"... if it's fully or if it's -- Like this watch right here, this is a Casio."
[02:05:07],Elon Musk,Okay.
[02:05:07],Joe Rogan,"It's called a Pro Trek. And it's like an outdoors watch, and it's solar-powered."
[02:05:12],Elon Musk,Okay.
[02:05:12],Joe Rogan,"And so, it has the ability to operate for a certain amount of time on solar."
[02:05:16],Elon Musk,Yeah.
[02:05:16],Joe Rogan,"So, if you have it exposed, it could function for a certain amount of time on solar."
[02:05:21],Elon Musk,"Yeah. Well, you know, like there's self-weighting watches where-"
[02:05:25],Joe Rogan,Yeah.
[02:05:25],Elon Musk,"... you know, it's just got a weight in the watch. And as you move your wrist, the way it moves from one side to theother, and it winds the watch up. That's a pretty cool thing."
[02:05:32],Joe Rogan,"Yeah, yeah."
[02:05:32],Elon Musk,Yeah.
[02:05:33],Joe Rogan,"Well, it's amazing that like Rolexes that it's all done mechanically."
[02:05:36],Elon Musk,Yeah.
[02:05:36],Joe Rogan,There's no batteries in there. There is no nothing.
[02:05:38],Elon Musk,Yeah. You could do the same thing. You create a little charger that's based on wrist movement. It really depends onhow much energy your watch uses.
[02:05:45],Joe Rogan,"You know what's fucked up about that though? We accept a certain amount of like fuckery with those watches. LikeI brought my watch. I have a Rolex that my friend, Lorenzo, gave me, and I brought it to the watch store, and I said,""This thing's always fast."" I said, ""It's always like after a couple of months, it's like five minutes fast."" And they go,""Yup."" They go, ""Yeah."""
[02:06:06],Elon Musk,Really?
[02:06:08],Joe Rogan,"""It's just what it does."""
[02:06:10],Elon Musk,Okay.
[02:06:10],Joe Rogan,"I go, ""Hold on."" I go, ""So, you're telling me that it just is always going to be fast?"" They're like, ""Yeah. It's just likeevery few months, you get like reset it."""
[02:06:17],Elon Musk,It seems like they should recalibrate that thing.
[02:06:19],Joe Rogan,"They can't. They tried. They say, every few months, whether it's four months, or five months, or six months, it'sgoing to be a couple of minutes fast."
[02:06:26],Elon Musk,Okay. It seems like they should really recalibrate that because-
[02:06:29],Joe Rogan,You should figure that shit out.
[02:06:30],Elon Musk,"... if it's always fast, you can just-"
[02:06:30],Joe Rogan,Right.
[02:06:30],Elon Musk,"... you know, delete those minutes."
[02:06:33],Joe Rogan,"You need to fucking kick down the door at Rolex and go, ""You bitches are lazy."""
[02:06:39],Elon Musk,It's kind of amazing that you can keep time mechanically on a wristwatch with these tiny little gears.
[02:06:43],Joe Rogan,It's amazing.
[02:06:45],Elon Musk,Yeah.
[02:06:45],Jaime,"I mean, the whole luxury watch market is fascinating. I'm not that involved in terms -- Like I don't buy them. I'vebought them as gifts. I don't buy them for myself. But when I look at them online, there's a million dollar watchesout there now that are like they have like a little rotating moons and stars."
[02:07:04],Elon Musk,Yeah.
[02:07:04],Joe Rogan,"And they live --- Like look at this thing, how much is that when Jaime?"
[02:07:08],Jaime,I don't know. I just picked one.
[02:07:08],Joe Rogan,These are fucking preposterous guess. I like gears. I love them. I love them.
[02:07:13],Elon Musk,Yeah. I think that is beautiful.
[02:07:14],Joe Rogan,"But there's some of these people that are just taking it right in the ass. They're buying these watches for like$750,000 . Like, ""Yeah, that's a Timex, son."" Nobody knows. It's not any better than some Casio that you could justbuy on -- Like, look at that though."
[02:07:28],Joe Rogan,"Well, here's the thing. If you're a person that doesn't just want to know the time, you want craftsmanship, you wantsome artisan's touch, you want innovation in terms of like a person figuring out how gears and cogs all line upperfectly, to every time it turns over, it's basically a second. I mean, that's just -- There's this art to that."
[02:07:56],Elon Musk,"Yeah, I agree."
[02:07:56],Joe Rogan,"Yeah, it's not just telling time. Yeah, I like this watch a lot, but if it got hit by a rock, I wouldn't be sad."
[02:08:02],Elon Musk,Yeah.
[02:08:02],Joe Rogan,"It's just to watch. It's a mass-produced thing that runs on some quartz battery. But those things, there's art to that."
[02:08:10],Elon Musk,"Yeah. No, I agree. It's beautiful."
[02:08:12],Joe Rogan,Yeah.
[02:08:13],Elon Musk,Yeah. Love it.
[02:08:14],Joe Rogan,Yeah. There's something amazing about it. It's-
[02:08:17],Elon Musk,Right.
[02:08:17],Joe Rogan,Because it represents the human creativity. It's not just electronic innovation. There's something. It's a person'swork in that.
[02:08:29],Elon Musk,Yes.
[02:08:30],Joe Rogan,You don't have a watch on.
[02:08:32],Elon Musk,No.
[02:08:33],Joe Rogan,Ever?
[02:08:33],Elon Musk,I used to have a watch.
[02:08:34],Joe Rogan,What happened?
[02:08:35],Elon Musk,My phone tells the time. So-
[02:08:39],Joe Rogan,"That's a good point. Well, if you lose your phone? Do you -- Wait, hold on."
[02:08:42],Elon Musk,It's true.
[02:08:43],Joe Rogan,"Let me guess, you are a no case guy."
[02:08:47],Elon Musk,That's correct. Living on the edge. Living on the edge without a case.
[02:08:53],Joe Rogan,Neil deGrasse Tyson. Neil deGrasse Tyson was in here last week. I'm marveled at his ability to get through lifewithout a case.
[02:08:59],Elon Musk,That's right.
[02:09:01],Joe Rogan,"You know, he takes his phone, and he flips it in between his fingers like a soldier would do with his rifle."
[02:09:08],Elon Musk,Right.
[02:09:08],Joe Rogan,He just rolls that shit in between his fingers.
[02:09:10],Elon Musk,Okay.
[02:09:10],Joe Rogan,It's marvelous.
[02:09:11],Elon Musk,Wow.
[02:09:12],Joe Rogan,"He says that's the reason why they do it. He said, ""Would you look at someone who has a rifle, why would they dothat? Why would they flip it around like that?"""
[02:09:20],Elon Musk,Right.
[02:09:21],Joe Rogan,"It's like, it goes to drop, they have it in their hand. They catch it quickly."
[02:09:26],Elon Musk,Yeah.
[02:09:27],Joe Rogan,"So, that's what he does with his phone. He's just flipping his phone around all the time. I got that in Mexico. I washoping it holds joint."
[02:09:34],Elon Musk,Does it do anything? It tips to open.
[02:09:35],Joe Rogan,No.
[02:09:35],Elon Musk,Just a hole?
[02:09:35],Joe Rogan,It's just a hole.
[02:09:35],Elon Musk,You could store things in there.
[02:09:38],Joe Rogan,"Yeah. But like try it. Put a joint in there. Close it. You put like one blunt. One, that seems pretentious. You know,that's the idea behind it. I bought it when I was in Mexico because I figured it would be a good size to hold joints, orit's not."
[02:09:59],Elon Musk,"So, is that a joint or is it a cigar?"
[02:10:08],Joe Rogan,No.
[02:10:09],Elon Musk,Okay.
[02:10:09],Joe Rogan,It's marijuana inside of a tobacco.
[02:10:12],Elon Musk,"Okay. So, it's like posh, part tobacco a pot."
[02:10:15],Joe Rogan,Yeah. You never had that?
[02:10:16],Elon Musk,Yeah. I think I tried one once.
[02:10:17],Joe Rogan,"Come on, man. You probably can't because of stockholders, right?"
[02:10:23],Elon Musk,"I mean, it's legal, right?"
[02:10:25],Joe Rogan,Totally legal.
[02:10:25],Elon Musk,Okay.
[02:10:26],Joe Rogan,"How does that work? Do people get upset at you if you do certain things? It's just tobacco and marijuana in there.That's all it is. The combination of tobacco and marijuana is wonderful. First turned on to it by Charlie Murphy, andthen reignited by Dave Chappelle. There you go."
[02:10:45],Jaime,Plus whiskey.
[02:10:48],Elon Musk,Exactly.
[02:10:49],Joe Rogan,Perfect. It balances it out.
[02:10:52],Elon Musk,Alcohol is a drug that's been grandfathered in.
[02:10:56],Joe Rogan,"Well, it's not just a drug. It's a drug that gets a bad rep because you just have a little, it's great."
[02:11:01],Elon Musk,Fine.
[02:11:03],Joe Rogan,"Yeah, little sip here and there, and your inhibitions are relaxed, and it shows your true self. And, hopefully, you'remore joyous, and friendly, and happy, and everything. The real worry is the people that can't handle it. Like thereal worry about people who can't handle cars and go 016 in 1.9 seconds or anything."
[02:11:24],Joe Rogan,"Have you ever considered something that -- Like, imagine if one day, everyone has a car that's on the same, atleast, technological standard as one of your cars, and everyone agrees that the smart thing to do is not just to havebumpers but to perhaps have some sort of a magnetic repellent device, something, some electromagnetic fieldaround the cars that as cars come close to each other, they automatically radically decelerate because of magnetsor something."
[02:11:56],Elon Musk,"Well, I mean, our cars brake automatically."
[02:11:58],Joe Rogan,Brake?
[02:11:58],Elon Musk,Yeah.
[02:11:59],Joe Rogan,Yeah. When they see things?
[02:12:00],Elon Musk,Yes.
[02:12:01],Joe Rogan,"But like a physical barrier, like-"
[02:12:06],Elon Musk,"Well, the wheels work pretty well."
[02:12:07],Joe Rogan,The wheels do.
[02:12:07],Elon Musk,"Yeah, yeah. They work pretty well. Decelerated at, you know, 1.1 to 1.2 Gs, that kind of thing."
[02:12:15],Joe Rogan,"Is your concern that one day all your cars will be on the road, and then, there'll still be regular people with regularcars 20-30 years from now that will get in the mix and be the main problem?"
[02:12:31],Elon Musk,"Yeah. I think, it'd be sort of like, you know, there was a time of transition where there were horses and gasoline carson the road at the same time. It's been pretty weird."
[02:12:40],Joe Rogan,That would be the weirdest.
[02:12:41],Elon Musk,"Yeah. I mean, horses were tricky. You know, back when Manhattan had like 300.000 horses, then figure out like if ahorse lives 15 years, you got 20,000 horses dropping dead every day or every year, I should say. Every year, it's20,000 horses. If there's 300,000 horses in a 15-year lifespan."
[02:13:00],Joe Rogan,"Back in the Gangs of New York days, that movie."
[02:13:06],Elon Musk,Yeah.
[02:13:07],Joe Rogan,Yeah.
[02:13:07],Elon Musk,It's a lot of dead horses. You needed a horse to move the horse.
[02:13:11],Joe Rogan,Right.
[02:13:11],Elon Musk,They'll probably get pretty freaked out if they have to move our dead horse.
[02:13:14],Joe Rogan,Do you think they know what's going on?
[02:13:16],Elon Musk,Yeah.
[02:13:16],Joe Rogan,Do you think it's as hard?
[02:13:17],Elon Musk,"I mean, it's got to be like pretty weird."
[02:13:20],Joe Rogan,"No, I would imagine."
[02:13:20],Elon Musk,"Like, in my mind, dragging this dead, you know, horse around, and I'm a horse."
[02:13:26],Joe Rogan,Do you-
[02:13:27],Elon Musk,They might not like it.
[02:13:27],Joe Rogan,"Do you ever stop and think about your role in civilization? Do you ever stop and think about your role in theculture? Because me, as a person, who never met you until today, when I think of you, you know, I've alwaysthought of you as being this weirdo super inventor dude who just somehow or another keeps coming up with newshit, but there's not a lot of you out there. Like everybody else seems to be -- I mean, obviously, you make a lot ofmoney, and there's a lot of people that make a lot of money. You like that clock?"
[02:13:54],Elon Musk,Yeah.
[02:13:55],Joe Rogan,"Pretty dope, right?"
[02:13:55],Elon Musk,This is a great clock.
[02:13:57],Joe Rogan,You want one? I'll get you one.
[02:13:59],Elon Musk,Sure.
[02:13:59],Joe Rogan,"Okay, done."
[02:14:01],Elon Musk,I like weird things like this.
[02:14:02],Joe Rogan,"Oh, this is the coolest. It's TGT Promotion. What is this? TGT Studios? TGT Studios."
[02:14:08],Jaime,Yeah.
[02:14:10],Joe Rogan,"Yeah. So, a gentleman who makes all this by hand. Yeah, it's really cool."
[02:14:15],Elon Musk,My study is filled with weird devices.
[02:14:16],Joe Rogan,"Well, get ready for another one."
[02:14:19],Elon Musk,All right.
[02:14:20],Joe Rogan,I'm sending it your way.
[02:14:21],Elon Musk,Cool.
[02:14:21],Joe Rogan,You want a werewolf too? I'll hook you up.
[02:14:24],Elon Musk,All right. I'll take one.
[02:14:27],Joe Rogan,"Okay. You want a werewolf and one clock coming up. Do you think about your role in the culture? Because me, as aperson, who never met you until today, I've always looked at you and like, ""Wow."" Like, ""How does this guy justkeep inventing shit?"" Like, how do you how do you keep coming up with all these new devices? And do you everconsider how unusual -- Like I had a dream once that there was a million Teslas. Instead of like one Tesla, therewas a million Teslas."
[02:14:54],Elon Musk,Okay.
[02:14:54],Joe Rogan,Not just the car but Nikola.
[02:14:57],Elon Musk,"Oh, yeah, sure."
[02:14:58],Joe Rogan,"And that in his day, there was a million people like him who were radically innovative."
[02:15:04],Elon Musk,Wow.
[02:15:04],Joe Rogan,"It was a weird dream, man. It was so strange. And I've had it more than once."
[02:15:08],Elon Musk,That would result in a very rapid technology innovation. That's for sure.
[02:15:12],Joe Rogan,It's one of the only dreams of my life I've had more than one time.
[02:15:15],Elon Musk,"Okay, wow."
[02:15:15],Joe Rogan,"Like where I've woken up, and it's in the same dream. I'm in the same dream. And in this dream, it's 1940s, 1950s,but everyone is severely advanced. There's flying blimps with like LCD screens in the side of them. And everythingis bizarre and strange. And it stuck with me for whatever -- Obviously, this is just a stupid dream. But for whateverreason, all these years, that stuck with being. Like it takes one man, like Nikola Tesla, to have more than a hundredinventions that were patents, right. I mean, he had some-"
[02:15:51],Elon Musk,He's pretty great.
[02:15:52],Joe Rogan,... pretty fucking amazing ideas.
[02:15:55],Elon Musk,Yes.
[02:15:55],Joe Rogan,But there was-
[02:15:56],Elon Musk,Definitely.
[02:15:57],Joe Rogan,"In his day, there was very few people like him."
[02:15:59],Elon Musk,"Yeah, that was true."
[02:16:01],Joe Rogan,What if there was a million? Like what in the experience-
[02:16:03],Elon Musk,Things would advance very quickly.
[02:16:05],Joe Rogan,"Right, but there's not a million Elon Musks. There's one motherfucker. Do you think about that or you just try tonot?"
[02:16:17],Elon Musk,I don't think. I don't think you'd necessarily want to be me. That'd be good.
[02:16:29],Joe Rogan,"Well, what's the worst part about you?"
[02:16:31],Elon Musk,I should. I never thought people would like it that much.
[02:16:32],Joe Rogan,"Well, most people would, but they can't be. So, that's like some superhero type shit. You know, we wouldn't want tobe Spiderman. I'd rather just sleep tight in Gotham City and hope he's out there doing his job."
[02:16:48],Elon Musk,It's very hard to turn it off.
[02:16:51],Joe Rogan,Yeah. What's the hardest part?
[02:16:52],Elon Musk,"It might sound great if it's turned on, but what if it doesn't turn off?"
[02:16:56],Joe Rogan,"Now, I showed you the isolation tank, and you've never experienced that before."
[02:17:00],Elon Musk,No.
[02:17:01],Joe Rogan,I think that could help you turn it off a little bit just for the night.
[02:17:05],Elon Musk,Okay.
[02:17:05],Joe Rogan,"Yeah. Just give you a little bit of sleep, a little bit of perspective. It's magnesium that you get from the water as wellthat makes you sleep easier because the water has Epsom salts in it. But may be some sort of strategy forsacrificing your -- or not sacrificing but enhancing your biological recovery time by figuring out a way whether it'sthrough meditation or some other ways to shut off that thing at night. Like you must have like a constant stream ofideas that's running through your head all the time. You're getting text messages from chicks."
[02:17:44],Elon Musk,"No. I'm getting text messages from a friend saying, ""What the hell are you doing smoking weed?""."
[02:17:53],Joe Rogan,Is that bad for you? It's legal.
[02:17:56],Jaime,Yeah.
[02:17:56],Elon Musk,I mean-
[02:17:56],Joe Rogan,It's government approved.
[02:17:57],Elon Musk,"It's not -- You know, I'm not a regular smoker of weed."
[02:18:02],Joe Rogan,How often do you smoke it?
[02:18:03],Elon Musk,"Almost never. I mean, it's-"
[02:18:08],Joe Rogan,How does it feel?
[02:18:08],Elon Musk,I don't actually notice any effect.
[02:18:12],Joe Rogan,"Well, there you go. There was a time where I think it was Ramadan for someone gave some Buddhist monk a bunchof acid."
[02:18:19],Elon Musk,Okay.
[02:18:20],Joe Rogan,"And he ate it, and it had no effect on him."
[02:18:23],Elon Musk,I doubt that.
[02:18:25],Joe Rogan,"I would say that too, but I've never meditated to the level that some of these people have where they're constantlymeditating all day. They don't have any material possessions. And all of their energy is spent trying to achieve acertain mindset. I would like to cynically deny that. I'd like to cynically say, ""Hey, just fuck and think the same way Ido."" They're just hanging out with flip flops on and make weird noises, but maybe no."
[02:18:51],Elon Musk,"You know, I know a lot of people like weed, and that's fine, but I don't find that it is very good for productivity."
[02:19:01],Joe Rogan,For you.
[02:19:02],Elon Musk,Not for me.
[02:19:03],Joe Rogan,"Yeah. I mean, I would imagine that for someone like you, it's not. For someone like you, it would be more like a cupof coffee, right. You want to have a latte."
[02:19:14],Elon Musk,Yeah. It's more like the opposite of a cup of coffee.
[02:19:16],Joe Rogan,What is that?
[02:19:16],Elon Musk,It's like a cup of coffee in reverse.
[02:19:17],Joe Rogan,Weed is?
[02:19:17],Elon Musk,Yeah.
[02:19:17],Joe Rogan,"No, I'm saying you would like more. More like will be beneficial to you. It would be like coffee."
[02:19:24],Elon Musk,I like to get things done. I like to be useful. That is one of the hardest things to do is to be useful.
[02:19:32],Joe Rogan,When you say you like to get things done-
[02:19:34],Elon Musk,Yes.
[02:19:34],Joe Rogan,"... like, in terms of like what-"
[02:19:35],Elon Musk,I should get things done.
[02:19:35],Joe Rogan,"... gives you satisfaction? When you complete a project, when something that you invent comes to fruition, and yousee people enjoying it, that feeling."
[02:19:45],Elon Musk,"Yes, doing something useful for other people that I like doing."
[02:19:51],Joe Rogan,That's interesting for other people.
[02:19:55],Elon Musk,Yes.
[02:19:56],Joe Rogan,"So, that, do you think that that is maybe the way you recognize that you have this unusual position in the culturewhere you can uniquely influence certain things because of this? I mean, you essentially have a gift, right."
[02:20:12],Elon Musk,Sure.
[02:20:12],Joe Rogan,"I mean, you would think it was a curse, but I'm sure it's been fueled by many, many years of discipline andlearning. But you, essentially, have a gift and that you have this radical sort of creativity engine when it comes toinnovation and technology. It's like you're just you're going at very high RPMs."
[02:20:35],Elon Musk,All the time. That doesn't stop.
[02:20:36],Joe Rogan,What is that like?
[02:20:37],Elon Musk,I don't know what would happen if I got into a sensory deprivation tank.
[02:20:42],Joe Rogan,Let's try it.
[02:20:42],Elon Musk,It sounds a little concerning.
[02:20:46],Joe Rogan,But why?
[02:20:47],Elon Musk,It's like running the engine with no resistance. That is-
[02:20:51],Joe Rogan,Is that what it is though? Maybe it's not.
[02:20:53],Elon Musk,Maybe it's fine. I don't know.
[02:20:55],Joe Rogan,How much-
[02:20:55],Elon Musk,I'll try it. I'll try it.
[02:20:57],Joe Rogan,Have you ever-
[02:21:00],Elon Musk,It's fine.
[02:21:00],Joe Rogan,... experimented with meditation or anything?
[02:21:03],Elon Musk,Yes.
[02:21:03],Joe Rogan,"What do you do, or what have you done rather?"
[02:21:08],Elon Musk,"I mean, just sort of sit there, and be quiet, and then repeat some mantra, which acts as a focal point. It does stillthe mind. It does still the mind, but I don't find myself drawn to it frequently."
[02:21:28],Joe Rogan,"Do you think that perhaps productivity is maybe more attractive to you than enlightenment or even the concept ofwhatever enlightenment means. Like, what are you trying to achieve when you're meditating all the time? Withyou, it seems like almost like there's a franticness to your creativity that comes out of this burning furnace. And inorder for you to like calm that thing down, you might have to throw too much water on it."
[02:21:59],Elon Musk,It's like a never-ending explosion.
[02:22:03],Joe Rogan,Like what is it like? Try to explain it to a dumb person like me. What's going on?
[02:22:10],Elon Musk,Never-ending explosion.
[02:22:12],Joe Rogan,It's just constant ideas just bouncing around.
[02:22:15],Elon Musk,Yes.
[02:22:17],Joe Rogan,Damn.
[02:22:18],Elon Musk,Yeah.
[02:22:19],Joe Rogan,"So, when everybody leaves, it's just Elon sitting at home brushing his teeth, just bunch ideas bouncing around yourhead."
[02:22:26],Elon Musk,"Yeah, all the time."
[02:22:30],Joe Rogan,When did you realize that that's not the case with most people?
[02:22:38],Elon Musk,"I think, when I was, I don't know, five or six or something. I thought I was insane."
[02:22:44],Joe Rogan,Why did you think you were insane?
[02:22:45],Elon Musk,Because it is clear that other people do not. Their mind wasn't exploding with ideas all the time.
[02:22:52],Joe Rogan,"So, they weren't expressing it. They weren't talking about it all day. And you realized by the time you were five orsix like, ""Oh, they're probably not even getting this thing that I'm getting."""
[02:23:02],Elon Musk,"No. It was just strange. It was like, ""Hmm, kind of strange."" That was my conclusion, kind of strange."
[02:23:13],Joe Rogan,"But did you feel diminished by it in any way? Like knowing that this is a weird thing that you really probablycouldn't commiserate with other people, they wouldn't understand you."
[02:23:25],Elon Musk,I hope they wouldn't find out because they might like put me away or something.
[02:23:27],Joe Rogan,You thought that?
[02:23:28],Elon Musk,"For a second, yes."
[02:23:30],Joe Rogan,When you were little?
[02:23:31],Elon Musk,Yeah. They put people away. What if they put me away?
[02:23:32],Joe Rogan,"Like when you were little, you thought this?"
[02:23:35],Elon Musk,Yes.
[02:23:36],Joe Rogan,"Wow. Well, you thought, ""This is so radically different than the people that are around me if they find out I got thisstream coming in."""
[02:23:44],Elon Musk,Yeah.
[02:23:48],Joe Rogan,Whoa.
[02:23:48],Elon Musk,"But, you know, I was only like five or six probably."
[02:23:52],Joe Rogan,"Do you think this is like -- I mean, there's outliers biologically. You mean, there's people that are 7 foot 9, there'speople that have giant hands, there's people that have eyes that are 20/15 vision. There's always the outliers. Doyou feel like you like caught this, like you have got some -- you're like on some weird innovation creativity sort ofwave that's very unusual? Like you tapped into -- I mean, just think of the various things you may haveaccomplished in a very short amount of time, and you're constantly doing this. That's a weird -- You're a weirdperson, right."
[02:24:36],Elon Musk,"Right, I agree."
[02:24:36],Joe Rogan,Yeah. Like what if there's a million Elon Musks?
[02:24:42],Elon Musk,"Well, that would be very, very weird."
[02:24:45],Joe Rogan,Whoa.
[02:24:45],Elon Musk,"Yeah, it would be pretty weird. I agree."
[02:24:49],Joe Rogan,Real weird.
[02:24:51],Elon Musk,Definitely.
[02:24:55],Joe Rogan,Yeah.
[02:24:55],Elon Musk,What if there were a million Joe Rogans?
[02:24:56],Joe Rogan,"There probably is. There's probably two million. I mean, I think that's the case with a lot of folks."
[02:25:09],Elon Musk,"Yeah. I mean, but, like, you know, my goal is like try to do useful things, try to maximize the probability for thefuture's good, make the future exciting, something you look forward to, you know. You know, with Tesla, I want totry to make things that people love. Like, how do you think you could buy that you really love, that really give youjoy? So rare, so rare. I wish there were more things. That's what we try to do. Just make things that somebodyloves."
[02:25:48],Joe Rogan,When you-
[02:25:49],Elon Musk,That's so difficult.
[02:25:49],Joe Rogan,"When you think about things that someone loves, like, do you specifically think about like what things wouldimprove people's experience, like what would change the way people interface with life that would make themmore relaxed or more happy? You really think, like, when you're thinking about things like that, is that like one ofyour considerations? Like what could I do that would help people-"
[02:26:15],Elon Musk,Yeah.
[02:26:15],Joe Rogan,... that maybe they wouldn't be able to figure out?
[02:26:18],Elon Musk,"Yeah. Like what are the set of things that can be done to make the future better? Like, you know, like so, I think, afuture where we are a space-faring civilization and out there among the stars. This is very exciting. This makes melook forward to a future. This makes me want that future. You know, the things, there need to be things that makeyou look forward to waking up in the morning."
